comuna,region_id,region_nombre,fuente,numero,fecha,titulo,materia,url,source_listing_url,sha256,rdf_url
Copiapó,03,Atacama,BCN,3,1993-12-24,MODIFICA ORDENANZA SOBRE DERECHOS MUNICIPALES _______________________________________________________ | NOTA: VER DIARIO OFICIAL N° 34748 DEL 24 DE | | DICIEMBRE DE 1993 PAGINA 9. | |_____________________________________________________|,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30960,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1993-12-24/3/datos.json
Copiapó,03,Atacama,BCN,2,1993-07-17,"RECTIFICA VALORES ESTABLECIDOS EN ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS, SEGUN SE INDICA",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30933,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1993-07-17/2/datos.json
Copiapó,03,Atacama,BCN,s-n,1993-02-02,PLAN REGULADOR COMUNAL DE COPIAPO,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=31153,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1993-02-02/s-n/datos.json
Copiapó,03,Atacama,BCN,1,1993-01-30,"MODIFICA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30871,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1993-01-30/1/datos.json
Copiapó,03,Atacama,BCN,8,1990-01-31,"DICTA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=165147,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1990-01-31/8/datos.json
Copiapó,03,Atacama,BCN,1884,1988-08-05,MODIFICA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=129784,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1988-08-05/1884/datos.json
Copiapó,03,Atacama,BCN,1,1986-02-10,"DICTA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS QUE RECIBAN EN EL AÑO 1986",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=188507,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1986-02-10/1/datos.json
Copiapó,03,Atacama,BCN,s-n,1985-06-18,"MODIFICA ARTICULO 17 DE ORDENANZA LOCAL Nº 1, DE 1983",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=164104,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-copiapo/1985-06-18/s-n/datos.json
Caldera,03,Atacama,BCN,s-n,2004-01-31,MODIFICA PLAN REGULADOR DE CALDERA ZONA U2AC -R22 SECTOR ORIENTE CAMINO CALDERA BAHIA INGLESA,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=220779,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-caldera/2004-01-31/s-n/datos.json
Caldera,03,Atacama,BCN,s-n,2003-01-08,FIJA TEXTO REFUNDIDO DE ORDENANZA SOBRE RUIDOS MOLESTOS EN LA COMUNA DE CALDERA,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=206513,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-caldera/2003-01-08/s-n/datos.json
Caldera,03,Atacama,BCN,896,1994-01-12,"APRUEBA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31142,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-caldera/1994-01-12/896/datos.json
Caldera,03,Atacama,BCN,1,1992-01-11,ORDENANZA LOCAL SOBRE FERIAS LIBRES,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=86141,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-caldera/1992-01-11/1/datos.json
Caldera,03,Atacama,BCN,1,1989-11-11,DICTA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR SERVICIOS EN EL CEMENTERIO MUNICIPAL,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=160388,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-caldera/1989-11-11/1/datos.json
Tierra Amarilla,03,Atacama,BCN,s-n,1993-01-27,"ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, DERECHOS, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31150,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-tierra-amarilla/1993-01-27/s-n/datos.json
Chañaral,03,Atacama,Municipalidad,19,2026-01-01,Ordenanza Municipal de CHAÑARAL — Publicacion D.O con Ordenanza Decreto N 19,Normativa General y Otras Materias,https://www.munichanaral.cl/pdf/regulador/Publicacion_D.O_con_Ordenanza_Decreto_N_19.pdf,https://www.munichanaral.cl/pdf/regulador/Publicacion_D.O_con_Ordenanza_Decreto_N_19.pdf,4c5e5a966c5633c3c198afc03add39088bc80fa235e0d660134a5eee7c975945,
Vallenar,03,Atacama,BCN,s-n,2003-10-24,"DICTA ORDENANZA SOBRE DERECHOS, PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=216267,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/2003-10-24/s-n/datos.json
Vallenar,03,Atacama,BCN,s-n,1999-12-23,ORDENANZA DE PARTICIPACION CIUDADANA,Organización y Régimen Interno,https://www.bcn.cl/leychile/navegar?idNorma=149801,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1999-12-23/s-n/datos.json
Vallenar,03,Atacama,BCN,s-n,1997-06-24,MODIFICA ORDENANZA MUNICIPAL,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=73792,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1997-06-24/s-n/datos.json
Vallenar,03,Atacama,BCN,s-n,1995-05-23,MODIFICA ORDENANZA MUNICIPAL SOBRE DERECHOS VARIOS N° 1,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31173,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1995-05-23/s-n/datos.json
Vallenar,03,Atacama,BCN,s-n,1995-05-22,"MODIFICA ORDENANZA N° 1, DE 1994",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31172,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1995-05-22/s-n/datos.json
Vallenar,03,Atacama,BCN,1,1994-06-18,ORDENANZA SOBRE DERECHOS MUNICIPALES POR CONCESIONES PERMISOS Y SERVICIOS,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30890,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1994-06-18/1/datos.json
Vallenar,03,Atacama,BCN,1,1991-04-10,"MODIFICA Y COMPLEMENTA ORDENANZA MUNICIPAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=87510,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1991-04-10/1/datos.json
Vallenar,03,Atacama,BCN,s-n,1990-06-28,"ORDENANZA MUNICIPAL SOBRE DERECHOS, CONCESIONES POR PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=219116,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1990-06-28/s-n/datos.json
Vallenar,03,Atacama,BCN,1,1986-04-28,"DICTA ORDENANZA DE ASEO, ORNATO Y AREAS VERDES","Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=164997,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1986-04-28/1/datos.json
Vallenar,03,Atacama,BCN,s-n,1986-03-31,DICTA ORDENANZA MUNICIPAL SOBRE DESARROLLO DE ACTIVIDADES DEPORTIVAS Y OTRAS EN LAS VIAS PUBLICAS,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=159956,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1986-03-31/s-n/datos.json
Vallenar,03,Atacama,BCN,s-n,1986-03-15,APRUEBA ORDENANZA SOBRE TERMINALES DE LOCOMOCION COLECTIVA NO URBANA,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=158063,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vallenar/1986-03-15/s-n/datos.json
Alto del Carmen,03,Atacama,BCN,859,2002-01-08,MODIFICA ORDENANZA MUNICIPAL DEL COMERCIO NO ESTABLECIDO DE LA COMUNA,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=193396,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-el-carmen/2002-01-08/859/datos.json
Alto del Carmen,03,Atacama,BCN,2,1989-08-12,DICTA ORDENANZA DE ASEO Y ORNATO DE LA COMUNA DE ALTO DEL CARMEN,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=207828,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-alto-del-carmen/1989-08-12/2/datos.json
Alto del Carmen,03,Atacama,Municipalidad,3,2019-01-01,Ordenanza Municipal de ALTO DEL CARMEN — Ordenanza 3 2019,Normativa General y Otras Materias,https://www.munialtodelcarmen.cl/web/wp-content/uploads/2019/12/Ordenanza-3_2019.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,bf17b92482889bf9f1444e042ed1374b1ff9b9dc347cf94894daff45e2ce140b,
Alto del Carmen,03,Atacama,Municipalidad,01,2020-04-23,Enlace Ordenanza Municipal 2020 1 23.04.2020 Ordenanza Municipal Transitoria Sobre el Uso de Mascarillas. Enlace,Tránsito y Transporte,https://www.munialtodelcarmen.cl/web/wp-content/uploads/2020/04/ORDENANZA-01-23-04-2020-SOBRE-USO-DE-MASCARILLAS.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,bb9a75cf09b3fc28985e3c4105d2c945ced23fe214dd3fe2c3f96a63dc845d21,
Alto del Carmen,03,Atacama,Municipalidad,2,2020-01-01,Ordenanza Municipal de ALTO DEL CARMEN — Ordenanza Municipal N° 2 2020,Normativa General y Otras Materias,https://www.munialtodelcarmen.cl/web/wp-content/uploads/2020/05/Ordenanza-Municipal-N%C2%B0-2-2020.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,755531a865eb337af40ad2f4362d3fdbb81f562e03d60dfc9341a0eaf56eeb69,
Alto del Carmen,03,Atacama,Municipalidad,3,2020-01-01,Ordenanza Municipal de ALTO DEL CARMEN — Ordenanza Municipal N° 3 2020,Normativa General y Otras Materias,https://www.munialtodelcarmen.cl/web/wp-content/uploads/2020/05/Ordenanza-Municipal-N%C2%B0-3-2020.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,1bdebe9303571af56c2fef0cc48ca15f5a9bdf34e2cd2f905471d1b2da5c03eb,
Alto del Carmen,03,Atacama,Municipalidad,4,2020-01-01,Ordenanza Municipal de ALTO DEL CARMEN — Ordenanza Municipal N° 4 2020,Normativa General y Otras Materias,https://www.munialtodelcarmen.cl/web/wp-content/uploads/2020/07/Ordenanza-Municipal-N%C2%B0-4-2020.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,27f1aa9cbebca4f17b9d400ed2d83ff9ea4de6cf55e9535ae035c59f72b64c4a,
Alto del Carmen,03,Atacama,Municipalidad,1,2021-01-01,Ordenanza Municipal de ALTO DEL CARMEN — Ordenanza Municipal N° 1 2021,Normativa General y Otras Materias,https://www.munialtodelcarmen.cl/web/wp-content/uploads/Ordenanza-Municipal-N%C2%B0-1-2021.pdf,https://www.munialtodelcarmen.cl/web/decretosalcaldicios-ordenanzasmunicipales/,453780364ebc0a5c02cd39b58e2c4c10c7e4b93da434cc24aa71685292e1b3d1,
Huasco,03,Atacama,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de HUASCO — ORDENANZA PARTICIPACION CIUDADANA,Normativa General y Otras Materias,https://imhuasco.cl/Transparenciamunicipal/Documentos/ordenanzas/2014/ORDENANZA-PARTICIPACION-CIUDADANA.pdf,https://imhuasco.cl/Transparenciamunicipal/Documentos/ordenanzas/2014/ORDENANZA-PARTICIPACION-CIUDADANA.pdf,ed47c162fa9e9aa7da8ca5e4e67bac8ffabec648f03a3fb77653b32ee6070a5c,
Huasco,03,Atacama,Municipalidad,S/N-0c0f,2026-01-01,Ordenanza Municipal de HUASCO — PUBLICACIÓN ORDENANZA TENENCIA RESPONSABLE DE MASCOTAS,Tenencia Responsable de Mascotas,https://imhuasco.cl/Transparenciamunicipal/Documentos/ordenanzas/2022/PUBLICACI%C3%93N-ORDENANZA-TENENCIA-RESPONSABLE-DE-MASCOTAS.pdf,https://imhuasco.cl/Transparenciamunicipal/Documentos/ordenanzas/2022/PUBLICACI%C3%93N-ORDENANZA-TENENCIA-RESPONSABLE-DE-MASCOTAS.pdf,0c0f66daea91bc293dbff7c149e7a2234101b15be63326bba94bb556f69c609d,
Huasco,03,Atacama,Municipalidad,S/N-04b7,2026-01-01,Ordenanza Municipal de HUASCO — DA792,Normativa General y Otras Materias,https://imhuasco.cl/wp-content/uploads/2026/03/DA792.pdf,https://imhuasco.cl/ordenanzas-municipales/,04b7b1552751536b9f7753abc07de18f42cfdd145a219278da3e337c2766e866,
La Serena,04,Coquimbo,BCN,1,1995-01-30,"DICTA ORDENANZA SOBRE DERECHOS MUNICIPALES POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30899,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-la-serena/1995-01-30/1/datos.json
La Serena,04,Coquimbo,BCN,1,1993-01-29,DICTA ORDENANZA MUNICIPAL POR PERMISOS CONCESIONES Y SERVICIOS,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30868,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-la-serena/1993-01-29/1/datos.json
La Serena,04,Coquimbo,BCN,7,1993-01-11,"DICTA MODIFICACION ORDENANZA MUNICIPAL POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31013,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-la-serena/1993-01-11/7/datos.json
La Serena,04,Coquimbo,BCN,1,1992-01-31,"DICTA ORDENANZA MUNICIPAL POR PERMISOS, CONCESIONES Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=96778,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-la-serena/1992-01-31/1/datos.json
La Serena,04,Coquimbo,BCN,1,1991-11-26,DICTA ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=86681,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-la-serena/1991-11-26/1/datos.json
Coquimbo,04,Coquimbo,BCN,1,1997-05-06,ORDENANZA CONTROL DE LOS ESTACIONAMIENTOS EN CALLES DE COQUIMBO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=73119,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-coquimbo/1997-05-06/1/datos.json
Coquimbo,04,Coquimbo,BCN,2,1995-02-04,ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO EN AVENIDA COSTANERA DE PEÑUELAS,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=30940,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-coquimbo/1995-02-04/2/datos.json
Coquimbo,04,Coquimbo,BCN,3,1995-01-26,ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=30966,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-coquimbo/1995-01-26/3/datos.json
Andacollo,04,Coquimbo,BCN,s-n,2009-01-12,MODIFICACIÓN ORDENANZA MUNICIPAL DEPARTAMENTO DE TRÁNSITO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=284830,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-andacollo/2009-01-12/s-n/datos.json
Andacollo,04,Coquimbo,BCN,s-n,2004-11-10,APRUEBA ORDENANZA DE REGISTRO DE PERSONAS JURIDICAS RECEPTORAS DE SUBVENCION DE FONDOS MUNICIPALES,"Salud, Deporte y Desarrollo Social",https://www.bcn.cl/leychile/navegar?idNorma=232290,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-andacollo/2004-11-10/s-n/datos.json
La Higuera,04,Coquimbo,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de LA HIGUERA — DECRETOORDENANZA BECASMUNICIPALES,Normativa General y Otras Materias,https://www.munilahiguera.cl/DECRETOORDENANZA_BECASMUNICIPALES.pdf,https://www.munilahiguera.cl/DECRETOORDENANZA_BECASMUNICIPALES.pdf,0619c97877daf895ef0b6d2d4de3d217b3224a380ae5bc21f1b6e9ecf0904e3a,
La Higuera,04,Coquimbo,Municipalidad,S/N-a90c,2026-01-01,Ordenanza Municipal de LA HIGUERA — DICTA ORDENANZA DE ASEO COMUNA DE LA HIGUERA,"Aseo, Ornato y Medio Ambiente",https://www.munilahiguera.cl/DICTA_ORDENANZA_DE_ASEO_COMUNA_DE_LA_HIGUERA.pdf,https://www.munilahiguera.cl/DICTA_ORDENANZA_DE_ASEO_COMUNA_DE_LA_HIGUERA.pdf,a90c21f9b3d24620f8c56377c90102a80c68c84c9d829de26547305cc50c9e08,
La Higuera,04,Coquimbo,Municipalidad,S/N-10a5,2026-01-01,Ordenanza Municipal de LA HIGUERA — OrdenanzaParticipacionCiudadana2019,Normativa General y Otras Materias,https://www.munilahiguera.cl/OrdenanzaParticipacionCiudadana2019.pdf,https://www.munilahiguera.cl/OrdenanzaParticipacionCiudadana2019.pdf,10a50cfb4aa91bc5907a5d2ed2aa6010cac531e537c84a6073e29c6121d8cd1d,
La Higuera,04,Coquimbo,Municipalidad,S/N-1252,2026-01-01,Ordenanza Municipal de LA HIGUERA — ordenanzatenenciaresponsable,Normativa General y Otras Materias,https://www.munilahiguera.cl/ordenanzatenenciaresponsable.pdf,https://www.munilahiguera.cl/ordenanzatenenciaresponsable.pdf,12528d82bbc5adec84b87a78ae720fc4e8a9b56696c76ac8e034f82d510dd84d,
La Higuera,04,Coquimbo,Municipalidad,662,2026-01-01,Ordenanza Municipal de LA HIGUERA — 662,Normativa General y Otras Materias,https://www.munilahiguera.cl/transparencia2013/ordenanzas/662.pdf,https://www.munilahiguera.cl/transparencia2013/ordenanzas/662.pdf,652de5985e495d6d07b013ec1c9161ba9da92441f1654834f2b9b8853ab061d3,
Vicuña,04,Coquimbo,BCN,18,1999-07-12,FIJA HORARIO DE FUNCIONAMIENTO DE LOS ESTABLECIMIENTOS DE EXPENDIO DE BEBIDAS ALCOHOLICAS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=138879,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-vicuna/1999-07-12/18/datos.json
Illapel,04,Coquimbo,BCN,s-n,1993-02-17,ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=31157,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-illapel/1993-02-17/s-n/datos.json
Illapel,04,Coquimbo,BCN,123,1988-02-23,MODIFICA ORDENANZA MUNICIPAL QUE INDICA,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=177639,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-illapel/1988-02-23/123/datos.json
Illapel,04,Coquimbo,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de ILLAPEL — Ordenanza Ferias de la Comuna Illapel,"Patentes, Comercio y Alcoholes",https://municipalidadillapel.cl/app/uploads/2025/02/Ordenanza-Ferias-de-la-Comuna-Illapel.pdf,https://municipalidadillapel.cl/app/uploads/2025/02/Ordenanza-Ferias-de-la-Comuna-Illapel.pdf,030a81f7b55b75330b2e903fc24da90f2a4366a13da76706eaa02e4907cd1cac,
Illapel,04,Coquimbo,Municipalidad,S/N-c69c,2026-01-01,Ordenanza Municipal de ILLAPEL — digital,Normativa General y Otras Materias,https://municipalidadillapel.cl/app/uploads/2025/10/digital.pdf,https://municipalidadillapel.cl/ordenanzas-municipales/,c69cdc5ee74ef0f2bb5a704e11f34cbb8d4e8291dd9df30fd8b8a22da503823a,
Los Vilos,04,Coquimbo,BCN,1,1993-01-23,DICTA ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO (N° 1/93),Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=30866,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-los-vilos/1993-01-23/1/datos.json
Salamanca,04,Coquimbo,BCN,16,1997-08-30,DICTA ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=75426,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1997-08-30/16/datos.json
Salamanca,04,Coquimbo,BCN,s-n,1997-03-03,ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO DE TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=61385,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1997-03-03/s-n/datos.json
Salamanca,04,Coquimbo,BCN,51,1993-07-16,"MODIFICA ORDENANZA N° 1, DE 1981",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31079,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1993-07-16/51/datos.json
Salamanca,04,Coquimbo,BCN,14,1989-09-28,DICTA ORDENANZA SOBRE COLOCACION DE BANDERA NACIONAL,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=100867,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1989-09-28/14/datos.json
Salamanca,04,Coquimbo,BCN,13,1989-08-04,ORDENANZA SOBRE INSTALACION Y FUNCIONAMIENTO LOCALES DE ENTRETENIMIENTO,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=203353,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1989-08-04/13/datos.json
Salamanca,04,Coquimbo,BCN,11,1987-12-05,DICTA ORDENANZA SOBRE CONSERVACION DE CAMINOS COMUNALES,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=142478,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1987-12-05/11/datos.json
Salamanca,04,Coquimbo,BCN,10,1986-08-19,DICTA ORDENANZA DE ASEO Y ORNATO,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=155764,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1986-08-19/10/datos.json
Salamanca,04,Coquimbo,BCN,8,1986-01-16,DICTA ORDENANZA SOBRE PREVENCION Y CONTROL DE RUIDOS MOLESTOS,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=158793,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1986-01-16/8/datos.json
Salamanca,04,Coquimbo,BCN,7,1985-05-06,DICTA ORDENANZA SOBRE RUPTURA Y REPOSICION DE PAVIMENTOS,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=168427,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-salamanca/1985-05-06/7/datos.json
Ovalle,04,Coquimbo,BCN,s-n,1994-11-19,ORDENANZA SOBRE PERMISOS Y CONCESIONES PARA LA EXTRACCION DE ARIDOS,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31163,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-ovalle/1994-11-19/s-n/datos.json
Ovalle,04,Coquimbo,BCN,1090,1991-12-19,DICTA ORDENANZA DEL SERVICIO DE TARJETAS DE ESTACIONAMIENTO POR TIEMPO LIMITADO,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=86735,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-ovalle/1991-12-19/1090/datos.json
Ovalle,04,Coquimbo,BCN,669-exenta,1989-09-25,ORDENANZA DE ASEO Y ORNATO DE OVALLE,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=100627,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-ovalle/1989-09-25/669-exenta/datos.json
Combarbalá,04,Coquimbo,BCN,s-n,2010-02-20,"'ORDENANZA SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS' AÑO 2010",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=1011225,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-combarbala/2010-02-20/s-n/datos.json
Combarbalá,04,Coquimbo,BCN,27,1993-02-17,DICTA ORDENANZA MUNICIPAL POR PERMISOS CONCESIONES Y SERVICIOS,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31057,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-combarbala/1993-02-17/27/datos.json
Monte Patria,04,Coquimbo,BCN,s-n,2014-11-26,ORDENANZA SOBRE PATENTES DE ALCOHOLES,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1070973,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-monte-patria/2014-11-26/s-n/datos.json
Monte Patria,04,Coquimbo,BCN,s/n,2014-11-26,ORDENANZA SOBRE PATENTES DE ALCOHOLES,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1070973,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-monte-patria/2014-11-26/s/n/datos.json
